0,1.000000
10,0.999193
20,0.998306
30,1.000046
40,1.000426
50,0.993902
60,0.994152
70,0.989432
80,0.990379
90,0.989604
100,0.990413
110,0.989421
120,0.982831
130,0.976593
140,0.970643
150,0.965880
160,0.966513
170,0.959876
180,0.953784
190,0.953963
200,0.955057
210,0.950199
220,0.951684
230,0.945499
240,0.939262
250,0.934484
260,0.928845
270,0.922507
280,0.916283
290,0.910651
300,0.905083
310,0.899990
320,0.893735
330,0.887947
340,0.882696
350,0.877179
360,0.872202
370,0.866166
380,0.860600
390,0.853927
400,0.849345
410,0.843819
420,0.838893
430,0.832437
440,0.826810
450,0.820756
460,0.815424
470,0.810305
480,0.804595
490,0.805966
500,0.800673
510,0.794889
520,0.787986
530,0.783350
540,0.785021
550,0.786547
560,0.780413
570,0.780549
580,0.779976
590,0.783031
600,0.783382
610,0.777552
620,0.771265
630,0.764999
640,0.758365
650,0.759079
660,0.759955
670,0.759084
680,0.753249
690,0.746364
700,0.747809
710,0.748055
720,0.749863
730,0.750005
740,0.751113
750,0.751301
760,0.744844
770,0.740260
780,0.740746
790,0.734019
800,0.734198
810,0.729452
820,0.729761
830,0.731176
840,0.726634
850,0.728392
860,0.723818
870,0.723311
880,0.718745
890,0.712923
900,0.706113
910,0.699839
920,0.695687
930,0.696983
940,0.692806
950,0.687859
960,0.681357
970,0.675158
980,0.676510
990,0.672011
1000,0.672050
1010,0.673009
1020,0.673904
1030,0.674304
1040,0.675335
1050,0.675745
1060,0.675913
1070,0.676672
1080,0.678052
1090,0.679022
1100,0.679043
1110,0.679713
1120,0.680195
1130,0.680956
1140,0.682028
1150,0.682251
1160,0.683480
1170,0.684456
1180,0.685773
1190,0.685932
1200,0.686770
1210,0.687367
1220,0.688394
1230,0.689887
1240,0.690182
1250,0.690545
1260,0.691643
1270,0.694061
1280,0.695417
1290,0.696239
1300,0.696151
1310,0.697115
1320,0.698391
1330,0.697581
1340,0.697874
1350,0.699137
1360,0.698744
1370,0.697660
1380,0.699088
1390,0.698225
1400,0.697138
1410,0.697208
1420,0.698445
1430,0.697791
1440,0.699086
1450,0.699794
1460,0.697789
1470,0.696603
1480,0.696282
1490,0.695027
1500,0.694793
1510,0.694745
1520,0.694896
1530,0.693793
1540,0.692569
1550,0.691596
1560,0.690832
1570,0.690242
1580,0.688843
1590,0.688199
1600,0.687782
1610,0.686337
1620,0.685908
1630,0.685617
1640,0.684721
1650,0.683889
1660,0.683149
1670,0.682141
1680,0.680958
1690,0.680396
1700,0.678979
1710,0.679312
1720,0.680758
1730,0.679583
1740,0.679723
1750,0.681216
1760,0.680722
1770,0.681658
1780,0.681140
1790,0.681323
1800,0.682143
1810,0.681174
1820,0.682106
1830,0.682306
1840,0.682684
1850,0.684050
1860,0.684188
1870,0.684330
1880,0.684721
1890,0.684852
1900,0.685907
1910,0.685959
1920,0.687344
1930,0.688133
1940,0.688707
1950,0.689501
1960,0.688485
1970,0.687868
1980,0.685692
1990,0.686778
2000,0.693574
2010,0.701472
2020,0.707789
2030,0.712734
2040,0.709024
2050,0.716840
2060,0.721674
2070,0.717046
2080,0.714636
2090,0.722650
2100,0.718738
2110,0.726652
2120,0.721142
2130,0.725539
2140,0.730562
2150,0.736317
2160,0.742728
2170,0.747401
2180,0.755352
2190,0.759568
2200,0.765184
2210,0.770630
2220,0.776035
2230,0.782163
2240,0.787559
2250,0.794785
2260,0.802422
2270,0.807755
2280,0.806144
2290,0.813375
2300,0.818447
2310,0.824290
