0,1
10,0.999726
20,1.000233
30,1.001157
40,1.000242
50,1.000024
60,0.995845
70,0.99649
80,0.996785
90,0.991122
100,0.98494
110,0.98681
120,0.987865
130,0.987876
140,0.983425
150,0.979161
160,0.978262
170,0.97881
180,0.978846
190,0.979529
200,0.97886
210,0.974046
220,0.969684
230,0.96353
240,0.962694
250,0.961733
260,0.961168
270,0.962581
280,0.96351
290,0.96498
300,0.959575
310,0.953586
320,0.953818
330,0.95328
340,0.947036
350,0.942112
360,0.943445
370,0.938445
380,0.93284
390,0.927072
400,0.926595
410,0.928033
420,0.928241
430,0.923901
440,0.917395
450,0.913277
460,0.907759
470,0.908239
480,0.902961
490,0.897516
500,0.891987
510,0.887108
520,0.881941
530,0.875126
540,0.869895
550,0.863593
560,0.859577
570,0.853948
580,0.848638
590,0.842022
600,0.83526
610,0.831216
620,0.826853
630,0.829899
640,0.825834
650,0.826244
660,0.827726
670,0.829068
680,0.830137
690,0.824338
700,0.819276
710,0.813916
720,0.813582
730,0.812751
740,0.807684
750,0.80954
760,0.810693
770,0.805594
780,0.805583
790,0.806673
800,0.807412
810,0.801522
820,0.79674
830,0.791602
840,0.785204
850,0.779988
860,0.77389
870,0.767459
880,0.762042
890,0.756998
900,0.751143
910,0.746227
920,0.739277
930,0.732766
940,0.726948
950,0.725992
960,0.72163
970,0.722365
980,0.721652
990,0.716856
1000,0.71622
1010,0.714911
1020,0.713886
1030,0.713114
1040,0.713794
1050,0.713867
1060,0.714429
1070,0.715118
1080,0.716532
1090,0.716949
1100,0.717486
1110,0.716177
1120,0.715782
1130,0.714852
1140,0.714338
1150,0.712922
1160,0.714128
1170,0.713767
1180,0.712662
1190,0.71167
1200,0.711162
1210,0.709147
1220,0.709183
1230,0.709454
1240,0.710062
1250,0.712042
1260,0.712256
1270,0.712561
1280,0.711538
1290,0.712945
1300,0.711664
1310,0.712188
1320,0.712727
1330,0.711796
1340,0.712105
1350,0.7113
1360,0.712076
1370,0.711843
1380,0.711116
1390,0.710224
1400,0.709476
1410,0.709817
1420,0.710468
1430,0.709837
1440,0.710267
1450,0.709882
1460,0.708701
1470,0.707502
1480,0.708816
1490,0.707662
1500,0.707756
1510,0.708255
1520,0.709232
1530,0.710393
1540,0.711673
1550,0.71162
1560,0.710479
1570,0.710684
1580,0.710375
1590,0.711077
1600,0.710341
1610,0.711777
1620,0.713266
1630,0.713434
1640,0.711796
1650,0.713208
1660,0.713635
1670,0.71475
1680,0.713394
1690,0.71456
1700,0.715658
1710,0.716245
1720,0.716754
1730,0.716828
1740,0.717594
1750,0.718005
1760,0.718517
1770,0.719684
1780,0.719995
1790,0.72035
1800,0.721031
1810,0.721119
1820,0.72203
1830,0.722475
1840,0.722158
1850,0.721489
1860,0.722696
1870,0.722948
1880,0.723315
1890,0.724534
1900,0.723532
1910,0.723533
1920,0.724159
1930,0.723659
1940,0.722248
1950,0.721519
1960,0.721621
1970,0.720614
1980,0.721612
1990,0.722328
2000,0.719971
2010,0.724428
2020,0.730385
2030,0.729438
2040,0.736303
2050,0.733511
2060,0.730881
2070,0.736822
2080,0.742805
2090,0.740563
2100,0.73956
2110,0.747027
2120,0.743449
2130,0.75083
2140,0.747589
2150,0.744442
2160,0.750261
2170,0.749323
2180,0.746682
2190,0.744513
